Mouse ID,Hole Punch,Genetic Background,Gender,DOB,Age,Date Weaned,Parent Crossing,Strain 1,Strain 2,Strain 3,GeNtype 1,GeNtype 2,GeNtype 3,Experiments? ,Euthanized ,Date of Euth.,Notes from Book:,,,Red Hole Punch indicates there was Nt a designation listed inside the Ntebook but added to the spreadsheet based on how Cong Nrmally does his numbering and hole punches,,,,,
1482,L,,Female,1/20/2023,510,,,B6N-Cdh23-KI,,,,,,,N,,,,,,,,,,
1483,B,,Female,1/20/2023,510,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1484,2R,,Female,1/20/2023,510,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1485,R,,Male,1/20/2023,510,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1486,L,,Male,1/20/2023,510,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1487,B,,Male,1/20/2023,510,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1488,2R,,Male,1/20/2023,510,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1489,R,,Female,1/17/2023,513,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1490,R,,Male,1/17/2023,513,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1491,R,,Female,12/31/2022,530,,"1491, 1492/1404",Pax2-Cre,,,,,,,Y,,,,,,,,,,
1492,L,,Female,12/31/2022,530,,"1491, 1492/1404",Pax2-Cre,,,,,,,Y,,,,,,,,,,
1493,B,,Female,12/31/2022,530,,"1491, 1492/1404",Pax2-Cre,,,,,,,Y,,,,,,,,,,
1494,2R,,Female,12/31/2022,530,,"1491, 1492/1404",Pax2-Cre,,,,,,,Y,,,,,,,,,,
1495,2L,,Female,12/31/2022,530,,"1491, 1492/1404",Pax2-Cre,,,,,,,Y,,,,,,,,,,
1496,2R2L,,Female,12/31/2022,530,,"1491, 1492/1404",Pax2-Cre,,,,,,,Y,,,,,,,,,,
1498,R,,Female,2/16/2023,483,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1499,L,,Female,2/16/2023,483,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1500,B,,Female,2/16/2023,483,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1501,R,,Male,2/16/2023,483,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1502,L,,Male,2/16/2023,483,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1503,B,,Male,2/16/2023,483,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1504,R,,Male,12/31/2022,530,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1505,L,,Male,12/31/2022,530,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1506,B,,Male,12/31/2022,530,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1507,2R,,Male,12/31/2022,530,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1508,2L,,Male,12/31/2022,530,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1509,2R2L,,Male,12/31/2022,530,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1510,R,,Female,12/28/2022,533,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1511,L,,Female,12/28/2022,533,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1512,B,,Female,12/28/2022,533,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1513,R,,Male,12/28/2022,533,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1514,L,,Male,12/28/2022,533,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1515,B,,Male,12/28/2022,533,,,B6N-Cdh23-KI,,,,,,,Y,,,,,,,,,,
1516,R,,Female,12/30/2022,531,,,Tlr4-KO,,,,,,,Y,,,,,,,,,,
1517,L,,Female,12/30/2022,531,,,Tlr4-KO,,,,,,,Y,,,,,,,,,,
1518,B,,Female,12/30/2022,531,,,Tlr4-KO,,,,,,,Y,,,,,,,,,,
1519,R,,Male,12/30/2022,531,,,Tlr4-KO,,,,,,,Y,,,,,,,,,,
1520,L,,Male,12/30/2022,531,,,Tlr4-KO,,,,,,,Y,,,,,,,,,,
1521,B,,Male,12/30/2022,531,,,Tlr4-KO,,,,,,,Y,,,,,,,,,,
1522,R,,Female,2/7/2023,492,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1523,L,,Female,2/7/2023,492,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1524,R,,Male,2/7/2023,492,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1525,L,,Male,2/7/2023,492,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1526,B,,Male,2/7/2023,492,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1527,2R,,Male,2/7/2023,492,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1528,2L,,Male,2/7/2023,492,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1529,2R2L,,Male,2/7/2023,492,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1530,R,,Female,2/13/2023,486,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1531,L,,Female,2/13/2023,486,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1532,R,,Male,2/13/2023,486,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1533,L,,Male,2/13/2023,486,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1534,B,,Male,2/13/2023,486,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1535,2R,,Male,2/13/2023,486,,,Tlr4-KO,,,,,,,,,,,,,,,,,
1536,R,,Female,2/4/2023,495,,"989, 990/ 996,997",Trpv1-KO,,,,,,,,,,,,,,,,,
1537,L,,Female,2/4/2023,495,,"989, 990/ 996,997",Trpv1-KO,,,,,,,,,,,,,,,,,
1538,B,,Female,2/4/2023,495,,"989, 990/ 996,997",Trpv1-KO,,,,,,,,,,,,,,,,,
1539,R,,Male,2/4/2023,495,,"989, 990/ 996,997",Trpv1-KO,,,,,,,,,,,,,,,,,
1540,L,,Male,2/4/2023,495,,"989, 990/ 996,997",Trpv1-KO,,,,,,,,,,,,,,,,,
1541,B,,Male,2/4/2023,495,,"989, 990/ 996,997",Trpv1-KO,,,,,,,,,,,,,,,,,
1542,R,,Female,2/15/2023,484,,"1030, 1035/1016",Pax2-Cre,Myd88-loxp,,,,,,,,,,,,,,,,
1543,L,,Female,2/15/2023,484,,"1030, 1035/1016",Pax2-Cre,Myd88-loxp,,,,,,,,,,,,,,,,
1544,B,,Female,2/15/2023,484,,"1030, 1035/1016",Pax2-Cre,Myd88-loxp,,,,,,,,,,,,,,,,
1545,R,,Male,2/15/2023,484,,"1030, 1035/1016",Pax2-Cre,Myd88-loxp,,,,,,,,,,,,,,,,
1546,L,,Male,2/15/2023,484,,"1030, 1035/1016",Pax2-Cre,Myd88-loxp,,,,,,,,,,,,,,,,
1547,B,,Male,2/15/2023,484,,"1030, 1035/1016",Pax2-Cre,Myd88-loxp,,,,,,,,,,,,,,,,
1548,R,,Male,2/28/2023,471,,"1167, 1168/1178",Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1549,R,,Male,2/28/2023,471,,"1167, 1168/1178",Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1550,L,,Male,2/28/2023,471,,"1167, 1168/1178",Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1551,B,,Male,2/28/2023,471,,"1167, 1168/1178",Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1552,2R,,Male,2/28/2023,471,,"1167, 1168/1178",Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1553,2L,,Male,2/28/2023,471,,"1167, 1168/1178",Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1554,R,,Female,2/25/2023,474,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1555,L,,Female,2/25/2023,474,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1556,B,,Female,2/25/2023,474,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1557,2R,,Female,2/25/2023,474,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1558,2L,,Female,2/25/2023,474,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1559,R,,Female,3/1/2023,470,,"1098, 1099/1111",Pax2-Cre,Td-Tomato,,,,,,,,Nrmal,,,,,,,,
1560,L,,Female,3/1/2023,470,,"1098, 1099/1111",Pax2-Cre,Td-Tomato,,,,,,,,Red Body,,,,,,,,
1561,B,,Female,3/1/2023,470,,"1098, 1099/1111",Pax2-Cre,Td-Tomato,,,,,,,,,,,,,,,,
1562,R,,Male,3/1/2023,470,,"1098, 1099/1111",Pax2-Cre,Td-Tomato,,,,,,,,,,,,,,,,
1563,L,,Male,3/1/2023,470,,"1098, 1099/1111",Pax2-Cre,Td-Tomato,,,,,,,,,,,,,,,,
1564,B,,Male,3/1/2023,470,,"1098, 1099/1111",Pax2-Cre,Td-Tomato,,,,,,,,,,,,,,,,
1565,2R,,Male,3/1/2023,470,,"1098, 1099/1111",Pax2-Cre,Td-Tomato,,,,,,,,,,,,,,,,
1566,R,,Female,3/1/2023,470,,"1321, 1322/1323",Tlr7-KO,,,,,,,,,,,,,,,,,
1567,L,,Female,3/1/2023,470,,"1321, 1322/1323",Tlr7-KO,,,,,,,,,,,,,,,,,
1568,B,,Female,3/1/2023,470,,"1321, 1322/1323",Tlr7-KO,,,,,,,,,,,,,,,,,
1569,R,,Male,3/1/2023,470,,"1321, 1322/1323",Tlr7-KO,,,,,,,,,,,,,,,,,
1570,L,,Male,3/1/2023,470,,"1321, 1322/1323",Tlr7-KO,,,,,,,,,,,,,,,,,
1571,B,,Male,3/1/2023,470,,"1321, 1322/1323",Tlr7-KO,,,,,,,,,,,,,,,,,
1572,R,,Female,3/1/2023,470,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1573,L,,Female,3/1/2023,470,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1574,B,,Female,3/1/2023,470,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1575,R,,Male,3/1/2023,470,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1576,L,,Male,3/1/2023,470,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1577,B,,Male,3/1/2023,470,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1578,R,,Male,3/3/2023,468,,,,,,,,,,,,,,,,,,,,
1579,L,,Male,3/3/2023,468,,,,,,,,,,,,,,,,,,,,
1580,B,,Male,3/3/2023,468,,,,,,,,,,,,,,,,,,,,
1581,R,,Male,3/3/2023,468,,,,,,,,,,,,,,,,,,,,
1582,L,,Male,3/3/2023,468,,,,,,,,,,,,,,,,,,,,
1583,B,,Male,3/3/2023,468,,,,,,,,,,,,,,,,,,,,
1584,R,,Female,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1585,L,,Female,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,+/+,,,,,,,,,,,,,,
1586,B,,Female,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1587,2R,,Female,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1588,R,,Male,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1589,L,,Male,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1590,B,,Male,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,,,,,,,,,,,,,,
1591,2R,,Male,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,,,,,,,,,,,,,,
1592,2L,,Male,3/3/2023,468,,"1137, 1339/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1593,R,,Female,2/26/2023,473,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/KI,,,,,,,,,,,,,
1594,L,,Female,2/26/2023,473,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/KI,,,,,,,,,,,,,
1595,B,,Female,2/26/2023,473,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1596,2R,,Female,2/26/2023,473,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1597,R,,Male,2/26/2023,473,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1598,L,,Male,2/26/2023,473,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/KI,,,,,,,,,,,,,
1599,B,,Male,2/26/2023,473,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1600,R,,Female,2/14/2023,485,,,Dp16,Ifnr-KO,,DP16 +, IFNR WT/WT,,,Y,,Separated out 7/20/23.,,,,,,,,
1601,L,,Female,2/14/2023,457,,,Dp16,Ifnr-KO,,DP16 +, IFNR 4KO/WT,,,Y,5/16/2024,Head in 4% PFA for CT Scan. Tail tip in -20*C.,,,,,,,,
1602,B,,Female,2/14/2023,457,,,Dp16,Ifnr-KO,,DP16 +, IFNR 4KO/WT,,,Y,5/16/2024,Head in 4% PFA for CT Scan. Tail tip in -20*C.,,,,,,,,
1603,R,,Female,2/14/2023,485,,,Dp16,Ifnr-KO,,DP16 +, IFNR WT/WT,,,Y,,Separated out 7/20/23.,,,,,,,,
1604,L,,Female,2/14/2023,457,,,Dp16,Ifnr-KO,,DP16 -, IFNR 4KO/WT,,,Y,5/16/2024,Head in 4% PFA for CT Scan. Tail tip in -20*C.,,,,,,,,
1605,B,,Female,2/14/2023,457,,,Dp16,Ifnr-KO,,DP16 -, IFNR 4KO/WT,,,Y,5/16/2024,Head in 4% PFA for CT Scan. Tail tip in -20*C.,,,,,,,,
1606,2R,,Female,2/14/2023,485,,,Dp16,Ifnr-KO,,DP16 -, IFNR WT/WT,,,Y,,Separated out 7/20/23.,,,,,,,,
1607,2L,,Female,2/14/2023,485,,,Dp16,Ifnr-KO,,DP16 -, IFNR WT/WT,,,Y,,Separated out 7/20/23.,,,,,,,,
1608,R,,Male,2/14/2023,98,,,Dp16,Ifnr-KO,,DP16 +, IFNR WT/WT,,,Y,5/23/2023,Found dead.,,,,,,,,
1609,L,,Male,2/14/2023,457,,,Dp16,Ifnr-KO,,DP16 -, IFNR WT/WT,,,Y,5/16/2024,Head in 4% PFA for CT Scan. Tail tip in -20*C.,,,,,,,,
1610,B,,Male,2/14/2023,154,,,Dp16,Ifnr-KO,,DP16 -, IFNR 4KO/WT,,,Y,7/18/2023,Found dead.,,,,,,,,
1611,B,,Male,2/14/2023,457,,,Dp16,Ifnr-KO,,DP16 -, IFNR 4KO/WT,,,Y,5/16/2024,Head in 4% PFA for CT Scan. Tail tip in -20*C.,,,,,,,,
1612,B,,Male,2/14/2023,115,,,Dp16,Ifnr-KO,,DP16 -, IFNR WT/WT,,,Y,6/9/2023,,,,,,,,,
1613,R,,Male,2/14/2023,115,,,Dp16,Ifnr-KO,,DP16 +, IFNR WT/WT,,,Y,6/9/2023,,,,,,,,,
1614,L,,Male,2/14/2023,485,,,Dp16,Ifnr-KO,,DP16 +, IFNR 4KO/WT,,,Y,,,,,,,,,,
1615,2R,,Male,2/14/2023,485,,,Dp16,Ifnr-KO,,DP16 +, IFNR 4KO/WT,,,Y,,,,,,,,,,
1616,R,,Female,3/26/2023,445,,"1339, 1340/1344",Tlr4-KO,,,-/-,,,,,,,,,,,,,,
1617,L,,Female,3/26/2023,445,,"1339, 1340/1344",Tlr4-KO,,,-/-,,,,,,,,,,,,,,
1618,B,,Female,3/26/2023,445,,"1339, 1340/1344",Tlr4-KO,,,-/-,,,,,,,,,,,,,,
1619,2R,,Female,3/26/2023,445,,"1339, 1340/1344",Tlr4-KO,,,-/-,,,,,,,,,,,,,,
1620,R,,Male,3/26/2023,445,,"1339, 1340/1344",Tlr4-KO,,,-/-,,,,,,,,,,,,,,
1621,L,,Male,3/26/2023,445,,"1339, 1340/1344",Tlr4-KO,,,-/-,,,,,,,,,,,,,,
1622,R,,Female,2/4/2023,495,,"989, 990/996, 997",Trpv1-KO,,,,,,,,,,,,,,,,,
1623,L,,Female,2/4/2023,495,,"989, 990/996, 997",Trpv1-KO,,,,,,,,,,,,,,,,,
1624,B,,Female,2/4/2023,495,,"989, 990/996, 997",Trpv1-KO,,,,,,,,,,,,,,,,,
1625,R,,Male,2/4/2023,495,,"989, 990/996, 997",Trpv1-KO,,,,,,,,,,,,,,,,,
1626,L,,Male,2/4/2023,495,,"989, 990/996, 997",Trpv1-KO,,,,,,,,,,,,,,,,,
1627,B,,Male,2/4/2023,495,,"989, 990/996, 997",Trpv1-KO,,,,,,,,,,,,,,,,,
1628,R,,Male,4/5/2023,435,,1452/1453,Trpv1-flox,,,flox/flox,,,,,,,,,,,,,,
1629,L,,Male,4/5/2023,435,,1452/1453,Trpv1-flox,,,flox/flox,,,,,,,,,,,,,,
1630,R,,Female,4/27/2023,413,,1452/1453,Trpv1-flox,,,,,,,,,,,,,,,,,
1631,L,,Female,4/27/2023,413,,1452/1453,Trpv1-flox,,,,,,,,,,,,,,,,,
1632,B,,Female,4/27/2023,413,,1452/1453,Trpv1-flox,,,,,,,,,,,,,,,,,
1633,2R,,Female,4/27/2023,413,,1452/1453,Trpv1-flox,,,,,,,,,,,,,,,,,
1634,R,,Female,5/20/2023,390,,1452/1453,Trpv1-flox,,,,,,,,,,,,,,,,,
1635,R,,Male,5/20/2023,390,,1452/1453,Trpv1-flox,,,,,,,,,,,,,,,,,
1636,R,,Female,5/25/2023,385,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1637,L,,Female,5/25/2023,385,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1638,B,,Female,5/25/2023,385,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1639,Tail (N),,Female,5/25/2023,385,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1640,R,,Male,5/25/2023,385,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1641,L,,Male,5/25/2023,385,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1642,B,,Male,5/25/2023,385,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1643,R,,Female,3/28/2023,443,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,flox/+, KI/+,,,,,,,,,,,,,
1644,L,,Female,3/28/2023,443,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,flox/+, KI/+,,,,,,,,,,,,,
1645,B,,Female,3/28/2023,443,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,flox/+, KI/+,,,,,,,,,,,,,
1646,2R,,Female,3/28/2023,443,,1449/1453,Trpv1-flox,B6N-Cdh23-KI,,flox/+, KI/+,,,,,,,,,,,,,
1647,T2,,Female,1/19/2023,511,,,Ifnr-KO,,,+/-,,,,,,,,,,,,,,
1648,T8,,Female,1/31/2023,499,,,Ifnr-KO,,,+/-,,,,,,,,,,,,,,
1649,R,,Male,3/28/2023,443,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1650,L,,Male,3/28/2023,443,,,B6N-Cdh23-KI,,,,,,,,,,,,,,,,,
1651,R,,Male,1/19/2023,511,,,Ifnr-KO,,,+/-,,,,,,,,,,,,,,
1652,L,,Male,1/16/2023,514,,,Ifnr-KO,,,+/-,,,,,,,,,,,,,,
1653,R,,Female,3/30/2023,441,,,,,,,,,,,,,,,,,,,,
1654,L,,Female,3/30/2023,441,,,,,,,,,,,,,,,,,,,,
1655,R,,Female,3/28/2023,245,,,B6N-Cdh23-KI,,,,,,,Y,11/28/2023,,,,,,,,,
1656,L,,Female,3/28/2023,245,,,B6N-Cdh23-KI,,,,,,,Y,11/28/2023,,,,,,,,,
1657,R,,Female,4/12/2023,230,,,B6N-Cdh23-KI,,,,,,,Y,11/28/2023,,,,,,,,,
1658,L,,Female,4/12/2023,230,,,B6N-Cdh23-KI,,,,,,,Y,11/28/2023,,,,,,,,,
1659,B,,Female,4/12/2023,230,,,B6N-Cdh23-KI,,,,,,,Y,11/28/2023,,,,,,,,,
1660,R,,Female,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,+/-,,,,,,,,,,,,,,
1661,L,,Female,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,-/-,,,,,,,,,,,,,,
1662,B,,Female,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,-/-,,,,,,,,,,,,,,
1663,2R,,Female,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,+/-,,,,,,,,,,,,,,
1664,R,,Male,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,+/-,,,,,,,,,,,,,,
1665,L,,Male,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,+/-, KI:KI,,,,,,,,,,,,,
1666,B,,Male,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,-/-, KI/KI,,,,,,,,,,,,,
1667,2R,,Male,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,-/-, KI/KI,,,,,,,,,,,,,
1668,2L,,Male,4/22/2023,418,,1413/1417,Myd88-KO,B6N-Cdh23-KI,,-/-, KI/KI,,,,,,,,,,,,,
1669,R,,Female,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1670,L,,Female,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,,,,,,,,,,,,,,
1671,R,,Male,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1672,L,,Male,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,,,,,,,,,,,,,,
1673,B,,Male,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,+/+,,,,,,,,,,,,,,
1674,2R,,Male,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,+/+,,,,,,,,,,,,,,
1675,2L,,Male,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/loxp,,,,,,,,,,,,,,
1676,2R1L,,Male,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1677,2R2L,,Male,4/24/2023,416,,"1137, 1139/1143",Myd88-loxp,B6N-Cdh23-KI,,loxp/+,,,,,,,,,,,,,,
1678,R,,Female,4/19/2023,421,,1181/1186,Tlr7-KO,B6N-Cdh23-KI,,,KI/KI,,,,,,,,,,,,,
1679,L,,Female,4/19/2023,421,,1181/1186,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1680,B,,Female,4/19/2023,421,,1181/1186,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1681,R,,Male,4/19/2023,421,,1181/1186,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1682,L,,Male,4/19/2023,421,,1181/1186,Tlr7-KO,B6N-Cdh23-KI,,,KI/KI,,,,,,,,,,,,,
1683,R,,Female,5/6/2023,404,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/KI,,,,,,,,,,,,,
1684,L,,Female,5/6/2023,404,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1685,R,,Male,5/6/2023,404,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1686,L,,Male,5/6/2023,404,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/KI,,,,,,,,,,,,,
1687,B,,Male,5/6/2023,404,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1688,2R,,Male,5/6/2023,404,,1182/1187,Tlr7-KO,B6N-Cdh23-KI,,,KI/+,,,,,,,,,,,,,
1689,R,,Female,4/20/2023,420,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,+/-, KI/KI,,,,,,,,,,,,,
1690,L,,Female,4/20/2023,420,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,-/-, KI/KI,,,,,,,,,,,,,
1691,B,,Female,4/20/2023,420,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,-/-, KI/KI,,,,,,,,,,,,,
1692,R,,Male,4/20/2023,420,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,+/-, KI/KI,,,,,,,,,,,,,
1693,L,,Male,4/20/2023,420,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,+/-, KI/KI,,,,,,,,,,,,,
1694,B,,Male,4/20/2023,420,,1161/1162,Trpv1-KO,B6N-Cdh23-KI,,-/-, KI/KI,,,,,,,,,,,,,
1695,R,,Female,4/12/2023,114,,"1333, 1334/1336",Tlr4-KO,B6N-Cdh23-KI,,-/-, +/+,,,Y,8/4/2023,,,,,,,,,
1696,L,,Female,4/12/2023,114,,"1333, 1334/1336",Tlr4-KO,B6N-Cdh23-KI,,-/-, KI/KI,,,Y,8/4/2023,,,,,,,,,
1697,B,,Female,4/12/2023,114,,"1333, 1334/1336",Tlr4-KO,B6N-Cdh23-KI,,-/-, KI/+,,,Y,8/4/2023,,,,,,,,,
1698,2R,,Female,4/12/2023,114,,"1333, 1334/1336",Tlr4-KO,B6N-Cdh23-KI,,-/-, +/+,,,Y,8/4/2023,,,,,,,,,
1699,R,,Male,4/12/2023,114,,"1333, 1334/1336",Tlr4-KO,B6N-Cdh23-KI,,-/-, KI/+,,,Y,8/4/2023,,,,,,,,,
1700,L,,Male,4/12/2023,114,,"1333, 1334/1336",Tlr4-KO,B6N-Cdh23-KI,,-/-, +/+,,,Y,8/4/2023,,,,,,,,,
1701,B,,Male,4/12/2023,114,,"1333, 1334/1336",Tlr4-KO,B6N-Cdh23-KI,,-/-, KI/+,,,Y,8/4/2023,,,,,,,,,
1702,2R,,Male,4/12/2023,114,,"1333, 1334/1336",Tlr4-KO,B6N-Cdh23-KI,,-/-, KI/+,,,Y,8/4/2023,,,,,,,,,
1703,R,,Male,4/12/2023,428,,"1491, 1492/1404",Pax2-Cre,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
1704,L,,Male,4/12/2023,397,,"1491, 1492/1404",Pax2-Cre,B6N-Cdh23-KI,,Cre +, KI/KI,,Breeding,,5/13/2024,,,,,,,,,
1705,B,,Male,4/12/2023,428,,"1491, 1492/1404",Pax2-Cre,B6N-Cdh23-KI,,,,,,,,,,,,,,,,
